Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
forbes.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
github.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
nytimes.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
w3schools.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
nytimes.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
cnn.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
en.wikipedia.org,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
